NodeID,Tweet_ID
1,5536782
1,18730634
1,29829339
1,3885075376
1,245970451
1,454384410
1,250371623
1,6754922
1,602578515
1,110396781
1,5536782
1,2497691
1,1661857788
1,231687318
1,1661857788
1,260907612
1,22798324
1,5536782
1,5536782
1,5536782
1,409551566
1,5536782
1,438287055
1,262457844
1,5536782
1,2174573976
1,262457844
1,16656851
1,17476533
1,138020428
2,224
2,1689053928
2,20640328
2,5988062
2,143089412
2,143089412
2,10876852
2,143089412
2,143089412
3,2816672744
3,23109598
3,249830418
3,249830418
3,297515020
3,23109598
3,3431512005
3,249830418
3,249830418
3,216810337
3,3876850882
3,5536782
3,3876850882
3,249830418
3,249830418
3,23109598
3,23109598
3,15131462
3,114283963
3,569598189
3,703123258
3,415798847
3,114283963
3,62088631
3,703123258
3,221927862
3,144047190
3,415798847
3,297515020
3,249863905
3,3219831907
3,569598189
3,144047190
3,415798847
3,904436851
3,114283963
3,249863905
3,3219831907
3,62088631
3,114283963
3,221927862
3,249863905
3,904436851
3,3219831907
3,3785379733
3,297515020
5,93711247
5,113713261
5,113713261
5,447644824
5,113713261
5,93711247
5,111197966
5,111197966
5,113713261
5,4490396355
5,4490396355
5,111197966
5,111197966
5,113713261
5,1728160536
5,93711247
5,113713261
5,113713261
5,1425993918
5,447644824
5,170393291
5,113713261
5,113713261
5,113713261
5,93711247
5,113713261
5,93711247
5,93711247
5,93711247
5,32337513
5,93711247
5,93711247
5,93711247
5,93711247
5,25412522
5,80843262
5,113713261
6,113713261
6,1449946915
6,851970428
6,851970428
6,381651557
6,283641321
6,2864105909
6,191633564
7,15491797
7,417794682
7,375301851
7,23290620
7,23290620
7,399608342
7,23290620
7,307989455
7,369690250
7,307989455
7,307989455
7,307989455
7,400783238
7,369690250
7,369690250
7,284493447
7,369690250
7,307989455
8,3315420203
8,124790372
8,227021376
8,254218142
8,227021376
9,32522055
9,17264476
9,5513002
9,1729588196
9,634734888
9,1131895903
9,1242580045
9,1231224926
9,474259753
9,433219396
9,265882937
9,68087815
9,500724305
9,85583894
9,2404419367
9,615318971
9,85583894
9,3024075586
9,85583894
9,100920952
9,220580018
9,500724305
9,1536864823
9,3568143082
9,85583894
9,230983475
9,415938005
9,1536864823
9,3242034839
9,2452458853
9,2490066595
9,53064751
9,500724305
9,85660525
9,85583894
9,813784572
9,350308945
9,343613500
9,4335197537
9,238228002
9,85583894
9,3024075586
9,85583894
9,85583894
9,813784572
9,242438723
9,940664990
9,2657361602
10,2838975021
10,3105025619
10,3214083845
10,3158007524
10,3214083845
10,239226958
10,3105025619
10,3158007524
10,3158007524
10,137557408
10,3158007524
10,132529995
10,3065847731
10,17064644
10,17064644
10,2482942153
10,394689485
10,2349331751
10,105303657
10,2801167924
10,96627657
10,27906386
10,3241854899
10,32742761
10,3431849283
10,3158007524
10,3158007524
10,3241854899
10,2678369300
10,105303657
10,3105025619
10,3066144892
10,836594130
10,3241854899
10,339864109
10,339864109
10,1543722888
10,2814096859
10,4106302475
10,202733430
10,824456172
10,3316437629
10,60778244
10,3316437629
10,3241854899
10,19194075
10,1847817966
10,19194075
10,1493131711
10,3158007524
10,3185343379
10,21494636
10,318463164
10,2693422069
10,60778244
10,3496359690
10,180044580
11,25382122
11,40283136
11,212825538
11,258770210
11,563939371
11,1120214707
11,2692830151
11,147222879
11,14800270
11,347972806
11,27076967
11,2692830151
11,249227924
11,2155462266
11,78525505
11,14678968
11,171943064
11,21858987
11,3065627907
11,278691695
11,480406894
11,249227924
11,3221568435
11,17650843
11,2230303488
11,2692830151
11,148118889
11,480406894
12,552024858
12,2377640360
12,17064644
12,896296526
12,56202512
12,26911452
12,872539838
12,13010012
12,26911452
12,2764859954
12,347972806
12,2646298278
12,26911452
12,40283136
12,40283136
12,2735591
12,19407053
12,40283136
12,200175372
12,40283136
12,78525505
12,347972806
12,56202512
12,53978268
12,171700523
12,26911452
12,13010012
12,285193819
12,2365831916
12,13010012
12,17422035
12,17422035
12,6879682
12,6879682
12,78525505
12,347972806
12,26911452
12,14800270
12,26911452
12,40283136
12,17650843
12,3074145597
12,17650843
13,17650843
13,26299078
13,50183754
13,128599139
13,787430336
13,24295932
13,238212245
13,2447462132
13,42403314
14,245217900
14,110558385
14,110558385
14,170135738
15,1011409296
15,2686521
16,2566535282
16,2566535282
16,1561448815
16,146958450
16,1180379185
16,821700726
16,16784060
16,18798999
16,2929386021
16,2566535282
16,2566535282
16,22240612
16,17758398
16,2566535282
16,29465136
16,2261726353
16,249830418
16,2566535282
16,2228393197
16,25073877
16,27938809
16,2566535282
16,33519870
16,2566535282
16,39161235
16,2388075212
16,2566535282
16,9507342
16,24382468
16,21630029
16,5402612
16,2566535282
16,2567654774
16,2567654774
16,2567654774
18,375481345
18,375481345
18,375481345
18,519196613
18,375481345
18,519196613
18,375481345
18,375481345
18,519196613
18,375481345
18,519196613
18,375481345
18,375481345
18,375481345
18,519196613
18,375481345
18,519196613
19,15473639
19,29979814
19,807095
19,18597764
19,23103351
19,79923701
19,55522161
19,2425630321
19,2768941
19,363041761
19,128479325
19,88712621
19,262691862
19,15300487
19,45399148
19,27381885
19,3310928072
19,51039875
19,1140648348
19,146152602
19,3032004810
19,17348525
19,16012783
19,42176166
19,14173315
19,29255074
19,748538023
19,14434063
19,18137749
19,16041234
19,2962868158
19,28602948
19,17388798
19,870690606
19,148878245
19,123635567
19,373141222
19,16404712
19,816442584
19,2904739781
19,2997081281
19,373141222
19,373141222
20,2427778873
20,21703630
20,2766560059
20,21703630
20,1081982948
20,146320306
20,2259077891
20,298330756
20,14839039
20,47257925
20,33889918
20,1976502102
20,578412819
20,916560306
20,916560306
20,1454283949
20,96005004
20,88803783
20,21703630
20,21703630
20,3266624216
20,21703630
20,270437243
20,427051249
20,86685425
20,18359336
20,2428388862
20,553215041
20,79939566
20,487118986
20,34262462
20,3266624216
20,2903638510
20,18359336
20,3260285413
20,264243333
20,264243333
20,19353402
20,134555743
20,17619799
20,17619799
20,17619799
20,282449430
20,3142075631
20,3142075631
20,3142075631
20,3142075631
20,3142075631
20,3142075631
20,3142075631
20,3142075631
20,249333112
20,155078464
20,78336042
20,551421926
20,564374994
20,333153662
20,2848036481
20,14751338
20,247834848
20,502512173
20,348025040
20,274119641
20,281245285
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,361007600
20,3258794160
20,3258794160
20,2546562188
20,2762645418
20,3234931337
20,321686793
20,1957434656
20,56285800
20,503998375
20,578808543
20,172476440
20,163715778
20,145361381
20,3244753903
20,67151580
20,67151580
20,167124372
20,167124372
20,3199931764
20,3015465687
20,2413176185
21,383364076
21,247653244
21,76221855
21,776528756
21,776528756
21,776528756
22,27052147
22,14772775
22,14226882
22,14772775
22,14772775
22,14772775
22,1342373456
22,58503762
22,2330415198
22,52321042
22,23637063
22,336218991
22,2376522985
22,336218991
22,13209572
22,336218991
22,336218991
22,336218991
22,107605737
22,107605737
22,107605737
22,107605737
22,30970039
23,18021621
23,455722297
23,3293847389
23,314472089
23,14460241
23,569544773
23,500704345
23,455722297
23,1289962026
23,21643972
23,16076032
23,2208027565
23,17839398
23,1089071204
23,2916305152
23,268662889
23,437627160
23,108146685
23,455722297
23,1327775185
23,47399805
23,76521922
23,47399805
23,47285504
23,110692399
23,2783325346
23,455722297
23,455722297
23,16935292
23,229871590
23,327188207
23,327188207
23,38344723
23,38344723
23,327188207
23,327188207
23,526962398
23,27833578
23,462229611
23,1577969400
23,25048816
23,314472089
23,15644999
23,455722297
23,47983504
23,455722297
23,76521922
23,340497715
23,2916305152
23,386497675
23,355574573
23,1496216082
23,7627832
23,47399805
23,455722297
23,455722297
23,455722297
24,2200714512
24,232579303
24,128865146
24,75586592
24,232579303
24,232579303
24,232579303
24,232579303
24,35025357
24,35025357
24,1035507416
24,22457943
24,1035507416
24,436115456
24,436115456
24,1035507416
24,19198775
24,123771138
24,1670204269
24,75586592
24,1969097227
24,75586592
24,414480614
24,414480614
24,43245514
24,833504192
24,75586592
24,436115456
24,75586592
24,75586592
24,75586592
24,396647341
24,396647341
24,75586592
24,75586592
24,617348974
24,735554527
24,79744556
24,396647341
24,75586592
24,39661402
25,75586592
25,23839835
25,37280980
25,2581002935
25,248980568
25,5242
25,18725815
25,2693777042
25,21733692
25,27187343
25,248980568
25,12848262
25,3270896186
25,1035507416
25,14173315
25,6433472
25,18980055
25,190289834
25,19636948
25,1163772380
25,397315031
25,68577507
25,27922960
25,373474887
25,231407577
25,156370763
25,1180620872
25,48842195
25,6433472
25,6433472
25,1725478952
25,115050842
25,15380567
25,74721676
25,20889913
25,29761798
25,239170356
25,951900990
25,16311530
25,239170356
25,16076032
25,36395646
25,396647341
25,18424289
25,1035507416
25,23491400
25,23491400
25,19198775
25,114507370
25,157458038
25,3876850882
25,18424289
25,17001490
25,17001490
25,246471208
25,2884771
25,6433472
25,883619466
25,594309638
25,3106920325
25,114507370
25,19198775
25,78361556
25,759251
25,1630896181
25,289099943
25,38091010
25,115050842
25,321589427
25,239170356
25,3197900838
25,21413192
25,759251
26,21413192
26,4970411
26,3713649861
26,21733692
26,1212367730
26,132322374
26,27187343
26,883619466
26,3370850056
26,2379462739
26,833504192
26,190705200
26,81028435
26,1180620872
26,23917889
26,88979500
26,776528756
26,88979500
26,3360959801
28,96083073
32,1514606815
32,417870919
32,2420330706
32,1514606815
32,257565074
32,29829339
32,1930624009
32,2949309799
32,455986864
32,1514606815
32,1711358846
32,247390322
32,34239289
32,257565074
32,501923510
32,524824249
32,3234132884
32,3234132884
32,729349230
32,214540048
32,434307060
32,1930624009
32,1514606815
32,2944026507
32,397136985
32,254074122
32,726610974
32,726610974
32,1514606815
32,301120393
32,3798306555
32,3065823345
32,1891714574
32,506237883
32,1930624009
32,42196320
32,1930624009
32,2209509657
32,1514606815
32,489112390
32,80886145
32,240782084
32,262172824
32,526343521
32,1514606815
32,336003891
32,463845176
32,4008275361
32,343126997
32,249200544
32,36636494
32,1093181071
32,131605132
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,453107211
33,2240712748
33,2240712748
33,2240712748
33,15957818
33,597385509
33,431543414
33,403973000
33,1707933151
33,255682654
33,1514606815
33,231687318
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,2240712748
33,414759564
33,1542956965
33,1836672740
33,256144835
33,328649538
33,997695853
33,1875134240
33,4257489766
33,245979058
33,4691302376
33,4260624574
33,2390927699
33,4559359103
33,2324107860
33,433422196
33,243332040
33,220770503
33,467622294
33,243332040
33,2744834477
33,243990312
33,3401554325
33,135835797
33,3397313500
33,3150222152
33,2744834477
33,3418684158
33,718485775
33,963886178
33,3090371352
33,1463189580
33,3401554325
33,1463189580
33,4063098502
33,116677505
33,135835797
34,2792349332
34,14523787
34,17654763
34,14700316
35,415660298
35,250513051
35,489711489
35,489711489
35,2979610594
35,2979610594
35,52032722
35,2707189183
35,2373735295
35,53059376
35,2334118765
35,53059376
35,254505436
35,254505436
35,131605132
36,611480035
37,2342542776
37,2342542776
37,2342542776
37,2342542776
37,4561365616
37,2291448871
37,2291448871
37,2291448871
37,15188997
37,144614309
37,1514606815
37,97232128
37,61826424
37,280288703
37,61212923
37,1930624009
37,1930624009
39,36636494
39,2467791
39,2696857952
39,364511956
39,97447784
39,97447784
39,453107211
39,2291448871
39,2291448871
39,812874625
39,1632808700
39,254074122
39,97447784
39,2291448871
39,2291448871
39,2291448871
39,2291448871
39,4264429697
39,214540048
39,2291448871
39,2291448871
39,2291448871
39,1358137046
39,20763407
39,17486794
39,811256024
39,3962624240
39,331726265
39,2208341638
39,2332796618
39,248516358
39,3663212054
39,89501558
39,392388189
40,218232928
40,121853848
40,2680362012
40,121853848
40,2680362012
40,18736221
40,63366408
40,63366408
40,956048851
40,54426656
40,254999238
40,254999238
40,183114838
40,16045956
40,16045956
40,16077204
40,16900353
40,16077204
40,16077204
40,3345779103
40,30364057
40,156370763
40,862483279
40,3430161249
40,3345779103
40,930174438
40,335429010
40,1233195152
40,238220689
40,525857359
40,23745072
40,23745072
40,23745072
40,3326344085
40,3326344085
40,3329987097
40,403647191
40,184678745
40,534929951
40,40146181
40,40146181
40,40146181
40,24513104
40,212463932
40,16077204
40,74660931
40,84816752
40,183114838
40,254999238
40,14755475
40,153972100
40,153972100
40,18719308
40,133623952
40,133623952
40,228554424
40,11866582
40,38932042
40,33276161
40,12811282
40,712790648
40,18999809
40,15414664
40,614751610
40,78645110
40,535382054
40,115110146
40,930174438
40,69018160
40,45673524
40,36366374
40,29417304
40,29417304
40,2815460954
40,65404941
40,16906137
40,254999238
40,360369653
40,146712559
40,1648634071
40,50219768
40,883619466
40,26316027
40,4426865294
41,86753745
41,1465691941
41,149600834
41,130613237
41,149600834
41,780782586
41,254873869
41,1163772380
41,2573576084
41,46104233
41,2573576084
41,2573576084
41,4456880000
41,383620733
41,4410630028
41,516140436
41,2345409012
41,130474486
41,1105527518
41,3342080331
41,35305762
41,71860486
41,3222760716
41,3876850882
41,892396082
41,2342411670
41,168023508
41,4594006995
41,4612995208
41,4612995208
41,1247464970
41,1184364697
41,3904121604
41,2953281302
41,780782586
41,167509107
41,1229215507
41,217112906
41,4612995208
41,780782586
41,70187539
41,410904538
41,4166982680
41,30976353
41,1581195114
41,98563846
41,629722301
41,729288698
41,2725981950
41,242171663
41,1301351167
41,1301351167
41,2163633763
41,86163331
41,341578049
41,257711639
41,710924719
41,40221799
41,289381921
41,710924719
41,462482088
41,59507859
41,3248994594
41,3248994594
42,4612995208
42,1666538396
42,18635525
42,52112968
42,1666538396
42,78217383
42,479699717
42,48447532
42,2893425388
42,19408385
42,19408385
42,1666538396
43,4493533876
43,4535843901
43,301324445
43,3151147162
43,2594396728
43,301324445
43,376805797
43,3161789036
43,3662735179
43,2836548787
43,2802336854
43,1308200684
43,627886667
43,524467582
43,524467582
43,71516564
43,79078745
43,1378208815
43,376805797
43,494242595
43,3143575744
43,376805797
44,308568208
44,261241914
44,36143907
44,16129467
44,993800743
44,180614843
44,30488144
44,14731096
44,489475164
44,784875325
44,2223064093
44,1323603420
44,1416794803
44,4436638932
44,4436638932
44,21458110
44,76107213
44,1078188086
44,16116288
44,33276161
44,229665860
44,15446531
44,30488144
44,246103
44,2685146843
45,954124423
46,6425602
46,368980859
46,2561482830
47,984413802
48,2426180244
48,163850165
48,2714427311
48,260664856
48,498067407
48,2394656407
48,2241206366
48,156868053
48,42606634
48,2458693508
48,2594396728
48,930331530
48,525161434
48,390169262
48,455986864
48,587158681
48,2328246865
48,2869304847
48,247040190
48,163850165
48,254074122
48,254173961
48,260723289
48,3355165757
48,488517354
48,34239289
48,394712927
48,262299947
48,15699079
48,18771495
48,18771495
48,1712235726
48,18771495
48,18771495
48,91739213
48,91739213
48,384120146
48,133928742
48,246226167
48,2590088838
48,2458281210
48,18771495
48,18771495
48,230758716
48,1095942194
48,299672608
48,1645803722
48,2394656407
48,342432884
48,3298251177
48,18771495
48,1662694722
48,1375521914
48,397136985
48,526503320
48,2590088838
48,498067407
48,286177025
48,243700472
48,243700472
48,801370189
48,730731446
48,1374637982
48,398593054
48,355592317
48,498067407
48,482476715
48,1396519771
48,331163687
48,342432884
48,1662694722
48,2543403804
48,2458693508
48,2587454097
48,498067407
48,247390322
49,44590959
49,248757465
49,345271861
49,3070001098
49,135860595
49,131605132
49,439153185
49,790131775
49,2625904146
49,17486794
49,49259278
49,68034431
49,49259278
49,1482039456
49,875609286
49,49259278
49,49259278
50,49259278
50,15647676
50,977112482
50,17164327
50,17164327
50,974344765
50,51918553
50,1137771180
50,161009054
50,17164327
50,974344765
52,38833957
52,121417530
52,48319093
52,385291247
52,279390084
52,175296500
52,1362191299
53,366812553
53,366812553
53,366812553
53,366812553
53,366812553
54,271628613
54,45186020
54,17461978
55,615647625
55,35466620
55,22443725
55,27494710
55,57843399
55,2984245541
55,2307418320
55,119909266
55,485326296
55,602765451
55,293625149
55,233687955
55,485326296
55,2889732793
55,124383828
55,3060318844
55,23742474
55,2300664583
55,21232519
55,2411092116
55,77896983
55,3060318844
55,602765451
56,29926355
56,248383743
56,2373466413
56,407054921
56,428169085
56,186101324
56,454104202
56,1941636222
56,200583835
56,407054921
56,590042787
56,365853191
56,2302620180
56,2302620180
56,302624914
56,3182140393
56,256930894
56,524090099
56,16184358
56,434897540
56,20562637
56,2302620180
56,1930624009
56,637339298
56,5536782
56,2896171563
56,16248319
56,290451534
56,810652854
56,143415291
56,247492663
56,875378544
56,407054921
56,1347971539
56,355170677
56,11505772
56,1410236418
56,397277970
56,476621523
56,184906827
56,425252862
56,234747423
56,407054921
56,249127893
56,261186956
56,10876852
56,42229452
56,446020162
56,534563976
56,141752902
56,264745257
57,538319374
57,538319374
57,995830680
57,1551909120
57,315168938
57,995830680
57,136002930
57,242245578
57,613266344
57,995830680
57,448732241
57,538319374
57,1254211844
57,448732241
57,367582515
57,1551909120
57,995830680
57,480028202
57,995830680
57,366812553
57,995830680
57,773919776
57,448732241
57,448732241
57,318014776
57,807013658
57,296441287
57,448732241
57,408100058
57,448732241
57,448732241
57,995830680
57,420545516
57,420545516
57,1027350758
57,367582515
57,1027350758
57,448732241
57,995830680
57,2370698036
57,136002930
57,448732241
57,1027350758
57,448732241
57,1027350758
57,122969292
57,1027350758
57,1027350758
57,448732241
57,1027350758
57,1027350758
57,995830680
57,448732241
57,448732241
57,448732241
57,96083073
57,448732241
57,448732241
57,448732241
57,564697040
57,448732241
57,448732241
57,1027350758
57,807013658
57,448732241
57,448732241
57,2216009959
57,995830680
57,995830680
57,995830680
57,448732241
57,1027350758
58,995830680
58,2646306542
58,2987591777
58,16028049
58,106682853
58,81399201
58,143511942
58,170014298
58,177040338
58,931588254
58,106682853
58,2391688255
58,66790368
58,482581922
58,15813749
58,2421280351
58,2421280351
58,2457272010
58,24773790
58,331111178
58,201791920
58,545363950
58,731164327
58,545363950
58,731164327
58,15788668
58,51550516
58,17084832
58,3090325207
58,18977990
58,917371014
58,2609998610
58,14936859
58,17084832
58,2987591777
58,106682853
58,545363950
58,482581922
58,415647691
58,399559841
58,2596776325
58,2596776325
58,30147931
58,94822428
59,94822428
59,927772898
59,499948917
59,3805265657
59,17413602
59,2458170333
59,927772898
59,3081672365
60,4149551850
60,3634127357
60,166252256
60,16929108
60,39530187
60,116583614
60,17292623
60,3114836039
60,2364325579
60,162118290
60,2282667775
60,19722699
60,166252256
60,2342138203
60,3097197825
60,162118290
60,23116280
60,15862891
60,166252256
60,166252256
60,162118290
60,376957629
60,17810254
60,16337846
60,162118290
60,4149551850
60,1393155566
60,40086782
60,3344540746
60,40086782
60,4149551850
60,163498605
60,40086782
60,211525471
60,2216169649
60,74748331
60,162118290
60,189134186
60,3461471963
60,2216169649
60,525305912
60,42692251
60,22795742
60,16292218
60,211525471
60,1480104390
60,4018622253
60,19357859
60,3430481861
60,278311832
61,198823085
61,198823085
61,14174897
61,555031989
61,198823085
61,1087512504
61,555031989
61,189953603
61,2761843375
61,1186532348
61,19819769
61,5120691
61,5120691
61,555031989
61,38701364
61,14756232
61,1245092017
61,98388319
61,263623984
61,14800270
61,341410751
61,103989154
61,187521608
61,19819769
61,3301825836
61,1017004244
61,5120691
61,2302620180
61,18264226
61,185327973
61,80422885
61,357689527
61,955147945
61,198823085
61,198823085
61,198823085
61,154785018
61,434897540
61,15521075
61,151437905
61,357689527
61,357689527
61,534563976
61,391215259
61,820035588
61,198823085
61,2613272612
61,896092657
61,382491480
61,445589687
61,1198039298
61,129731515
61,47161023
61,244850468
61,138706071
61,15521075
61,13422012
61,2302620180
61,491387122
61,491387122
61,555031989
61,555031989
61,555031989
61,555031989
61,14174897
61,393033324
61,49383389
61,1186532348
61,13422012
61,15441074
61,118263124
61,14174897
61,1186532348
61,1186532348
61,1186532348
61,1186532348
61,1186532348
61,1186532348
61,1186532348
61,534563976
61,441199260
61,13422012
61,13422012
61,13422012
62,3296454758
62,1946044645
62,1152218401
62,1152218401
62,441811996
62,2486594453
62,4092935633
62,3281792226
62,3502119677
62,3502119677
62,2739482227
62,631980235
62,2641281037
62,2233088824
62,4450287226
62,422131666
62,1891986116
62,2804660863
62,851837761
62,374568624
62,2548532694
62,1539304975
62,3035182830
62,520542389
62,270553581
62,270553581
62,335894899
62,310105827
62,433485154
62,2294287749
62,1172081964
62,1034115240
62,2173184038
62,911369748
62,251352535
62,2185193859
62,3318099656
62,1458507746
62,526503320
62,517521257
62,2165370869
62,442769526
62,2151689298
62,2162712231
62,772482498
62,1253443063
62,1167415442
62,888393829
62,1172081964
62,2462604003
62,445771920
62,445771920
62,445771920
62,445771920
62,491983125
62,707393618
62,823178796
62,296931186
62,993426326
62,3273069967
63,340274962
63,4470852573
63,2334118765
63,2425689728
63,2449380489
63,2449380489
63,506237883
63,2864582925
63,2425689728
63,2991924101
63,4142900693
63,2342542776
63,381433800
63,2342542776
63,2342542776
63,3229869915
63,340274962
63,381433800
63,3556996043
63,1344512563
63,598522928
63,3194767183
63,240782084
63,1514606815
63,2342542776
63,387927222
63,782668507
63,543551058
63,4523240428
63,3249201703
63,3367030546
63,267899478
63,2342542776
63,2830554256
63,1344512563
63,2223258386
63,1514606815
63,2734526490
63,2830554256
63,1421038747
63,3926751629
63,427833349
63,2148029024
63,4074574881
63,2342542776
63,2958104825
63,3653487200
63,782339570
63,2646950750
63,1222335698
63,17486794
63,4074574881
63,3556996043
63,258532759
63,1626521426
63,258532759
63,3556996043
63,3860630052
63,427833349
63,149997347
63,491108810
63,149997347
63,149997347
63,2887695019
63,3556996043
63,2197036687
63,2342542776
63,2342542776
63,381433800
63,247984279
63,243904689
63,262205137
64,2342542776
64,14515799
64,75641903
64,23995748
64,366353448
64,313663341
64,4322318008
64,71294756
64,1591400760
64,22197058
64,16017475
64,604949797
64,18939358
64,1339835893
64,17175457
64,109974187
64,18544796
64,829712642
64,426917520
64,17189640
64,2871722653
64,17583309
64,14940354
64,22650211
64,16193222
64,16193222
64,5695632
64,43412697
64,2332461674
64,2718611844
64,16006592
64,16006592
64,16006592
64,16006592
64,1665386791
64,14529929
64,14529929
64,14529929
64,14529929
64,14529929
64,14529929
64,14529929
64,14529929
64,14529929
65,14529929
65,328990309
65,2985259830
65,1877714197
65,189213655
65,189213655
65,35203319
65,277239808
65,15184929
65,876531985
65,4509
65,22843337
65,386611566
65,88821769
65,227423290
65,40051049
65,22684343
65,24881906
65,35203319
65,505624877
65,421295817
65,24847320
65,24847320
65,17497903
65,2829291744
65,39826989
65,113022733
65,482605939
65,308496455
65,745273
65,2846427466
65,16028975
65,2494225975
65,1095418308
65,192427420
65,35203319
65,35203319
65,50393960
65,749346031
65,46410765
65,46410765
65,35203319
65,17620820
65,60642052
65,328209091
65,14885549
65,20336437
65,707173692
65,54646443
65,94133565
65,241007239
65,1413221473
65,221507850
65,14786133
65,10353592
65,20336437
65,11454572
65,2494225975
65,205315827
65,209104486
65,28816576
65,2856077508
65,2797199022
65,24047302
65,927772898
65,17999806
65,122177462
65,22466591
66,14090906
66,13275122
66,3099917723
66,1145973618
66,14090906
66,495063100
66,95563353
66,4253020032
66,28388393
66,95563353
66,14090906
66,17265221
66,2840205628
66,14090906
66,2241041
66,67680366
66,14090906
66,2382503946
66,14090906
66,38071363
66,16339709
66,354998770
66,1289453659
66,550859038
66,14181505
66,14090906
66,14090906
66,14090906
66,2121681
66,16339709
66,14090906
66,3405916798
66,57629490
66,14090906
66,2326785541
66,17445813
66,14090906
66,8371802
66,2765966522
66,2765966522
66,2765966522
66,18018985
66,95339302
66,42992649
66,14090906
66,14150736
67,298617021
67,359128465
67,873914119
67,123944252
67,108978860
67,20437286
67,30313925
67,21011098
67,14147479
67,227353696
67,538442402
67,1631160535
67,259425578
67,1692564283
67,889201868
67,1410975780
67,1410865542
69,4004488408
69,543100586
69,415453936
69,123050113
69,543100586
69,15817109
70,952503846
70,952483908
70,124865633
70,14882772
70,704451812
70,14181505
70,60140244
70,60140244
70,133043595
70,243814985
70,17786126
70,243320831
70,9442352
70,17786126
70,124865633
70,2269701
70,14767995
70,18785864
70,42654085
70,41035489
70,33615391
70,243814985
70,243814985
70,56778388
70,124865633
70,243814985
70,243814985
70,22790881
70,139362186
70,14414286
70,243814985
70,243814985
70,243814985
70,14893620
70,60140244
70,2269701
71,310339693
71,19080617
71,1112462378
71,310339693
71,12014302
71,19075058
71,64455552
72,17993404
72,487357501
72,2617512318
72,52722878
72,30841465
72,1410226046
72,50504510
72,52722878
72,82952699
72,308587014
72,40829038
72,99528392
72,19070986
72,1438814024
72,18764992
72,126360941
72,210925142
72,1410226046
72,52722878
72,52722878
72,40829038
72,308587014
72,210925142
72,210925142
72,40829038
72,52722878
72,40829038
72,210925142
72,1438814024
72,308587014
72,210925142
72,210925142
72,2147641105
72,122680095
72,122680095
72,2147641105
72,40829038
72,52302477
72,400710349
72,116916677
72,110420616
72,110420616
72,12785742
72,2424680826
72,584776235
72,2306735286
72,2784264380
72,40829038
72,2784264380
73,584776235
73,56510427
73,157045944
73,19754444
73,1048459358
73,8841372
73,2459146530
73,27183959
73,19407053
73,29982353
73,25267730
73,2459146530
73,2459146530
73,1024244078
73,64362728
73,40892552
73,40892552
73,46112264
73,130176486
73,10876852
73,573918122
73,2459146530
73,7071162
73,22642788
73,2767952581
73,20562637
73,2767952581
73,3373362447
73,2480928458
73,2758355376
73,1350746466
73,816653
73,46112264
73,1350746466
73,2459146530
73,2459146530
73,2459146530
73,2459146530
73,7071162
74,153049309
74,18983429
74,757458168
74,255670870
74,605203893
74,43130563
74,81693307
74,1543121
74,457095704
74,457095704
74,212814209
74,187999251
74,21445961
74,359035195
74,1267770224
74,1269166249
74,39453300
74,61394522
74,334002593
74,1269166249
74,15637093
74,14156977
74,15300995
74,9980812
74,32839909
74,31458740
74,116065142
74,487604356
74,12667532
74,16879627
74,279392509
74,2440574138
74,33331607
74,2177675880
74,25127035
74,277735240
74,9906082
74,14181505
74,43815072
74,704451812
74,457095704
74,839940276
74,238781296
74,218798348
74,1432191
74,926702778
74,487604356
74,39453300
74,487604356
74,14156977
74,2436389418
74,15092452
74,2290536727
74,18788558
74,18075045
74,18948706
74,2147831388
74,19480624
74,405658492
74,18789893
74,366455913
74,41258937
74,19480624
74,1567826366
74,1046660040
74,2370179022
74,43130563
74,14181505
74,971761
74,16589206
74,36327292
74,18978610
74,18983429
74,297856522
74,124865633
74,209811713
74,37688509
74,246719553
